,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,location,coordinates,photos,price,hours,transactions,special_hours,messaging
384,xvTKsff8RJXJYs-XAFmMNg,chilis-mckinney-3,Chili's,https://s3-media2.fl.yelpcdn.com/bphoto/gDNBRtq_xfaj2X4YqsRNZw/o.jpg,True,False,https://www.yelp.com/biz/chilis-mckinney-3?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12143835170,(214) 383-5170,110,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",2.5,"{'address1': '7675 S Custer Rd', 'address2': '', 'address3': '', 'city': 'McKinney', 'zip_code': '75070', 'country': 'US', 'state': 'TX', 'display_address': ['7675 S Custer Rd', 'McKinney, TX 75070'], 'cross_streets': ''}","{'latitude': 33.1276702880859, 'longitude': -96.7326049804688}","['https://s3-media2.fl.yelpcdn.com/bphoto/gDNBRtq_xfaj2X4YqsRNZw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/tMT1q2t2XoTnpoaYzgdLPg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/3_HCBt54lHeswgECBo_WiA/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1045', 'end': '2330', 'day': 4}, {'is_overnight': False, 'start': '1045', 'end': '2330', 'day': 5}, {'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
385,W9-sc1-0TsV7kmkjdlSV5Q,wingstop-mckinney-5,Wingstop,https://s3-media1.fl.yelpcdn.com/bphoto/ypmClWlN8Oxd8VqKJU6M2g/o.jpg,True,False,https://www.yelp.com/biz/wingstop-mckinney-5?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19723909464,(972) 390-9464,62,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",2.0,"{'address1': '7645 S Custer Rd', 'address2': '', 'address3': None, 'city': 'McKinney', 'zip_code': '75070', 'country': 'US', 'state': 'TX', 'display_address': ['7645 S Custer Rd', 'McKinney, TX 75070'], 'cross_streets': ''}","{'latitude': 33.128289, 'longitude': -96.732661}","['https://s3-media1.fl.yelpcdn.com/bphoto/ypmClWlN8Oxd8VqKJU6M2g/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/P2as0piqN9GOkajxT3p9Lg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/edJiRnnjygpWHD1W4o-mKQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],,
386,9s700_ccLe7eWQ0wVcsiLw,chipotle-mexican-grill-frisco-2,Chipotle Mexican Grill,https://s3-media2.fl.yelpcdn.com/bphoto/MdNieAsKTLZSR_YOcWysew/o.jpg,True,False,https://www.yelp.com/biz/chipotle-mexican-grill-frisco-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+14698546471,(469) 854-6471,165,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",2.0,"{'address1': '6111 Custer Rd', 'address2': 'Ste 100', 'address3': None, 'city': 'Frisco', 'zip_code': '75035', 'country': 'US', 'state': 'TX', 'display_address': ['6111 Custer Rd', 'Ste 100', 'Frisco, TX 75035'], 'cross_streets': ''}","{'latitude': 33.1277614698156, 'longitude': -96.7339527944774}","['https://s3-media2.fl.yelpcdn.com/bphoto/MdNieAsKTLZSR_YOcWysew/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/fPNgSYL1EDF86eKB4PJM5w/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/DOFRdlYjJWiDVbMTRI3k1Q/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1045', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
387,ANh7XGDzZU1WnYPaNbe5UQ,on-the-border-mexican-grill-and-cantina-mckinney-mckinney,On The Border Mexican Grill & Cantina - W. McKinney,https://s3-media1.fl.yelpcdn.com/bphoto/aYk4BR6Kr6IyJro6qRtk-A/o.jpg,True,False,https://www.yelp.com/biz/on-the-border-mexican-grill-and-cantina-mckinney-mckinney?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19729847888,(972) 984-7888,199,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",3.0,"{'address1': '8930 State Hwy 121', 'address2': 'Ste 530', 'address3': None, 'city': 'McKinney', 'zip_code': '75070', 'country': 'US', 'state': 'TX', 'display_address': ['8930 State Hwy 121', 'Ste 530', 'McKinney, TX 75070'], 'cross_streets': ''}","{'latitude': 33.129225, 'longitude': -96.73243}","['https://s3-media1.fl.yelpcdn.com/bphoto/aYk4BR6Kr6IyJro6qRtk-A/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/chu2ABvQEgOvFnyUiwx0Ng/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/zkJu7_8aJQq9BU1afUmQWA/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']","[{'date': '2022-11-24', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2022-12-25', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}]",
388,5HabLL3znKQq1oGZ-4H8Nw,raising-canes-chicken-fingers-frisco,Raising Cane's Chicken Fingers,https://s3-media2.fl.yelpcdn.com/bphoto/Myj9q5waXiPBGODQ6DGZQQ/o.jpg,True,False,https://www.yelp.com/biz/raising-canes-chicken-fingers-frisco?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19729083956,(972) 908-3956,105,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.5,"{'address1': '6311 Custer Rd', 'address2': '', 'address3': '', 'city': 'Frisco', 'zip_code': '75035', 'country': 'US', 'state': 'TX', 'display_address': ['6311 Custer Rd', 'Frisco, TX 75035'], 'cross_streets': ''}","{'latitude': 33.1292012, 'longitude': -96.7339117}","['https://s3-media2.fl.yelpcdn.com/bphoto/Myj9q5waXiPBGODQ6DGZQQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/Hk3OKkUbmLJRwnDrfqEOqg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/WKf8IZobAl7UIHyqUaRV2g/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
389,cRBuTJRNeBks6DsHw9Y0HQ,sonic-drive-in-mckinney-7,Sonic Drive-In,https://s3-media2.fl.yelpcdn.com/bphoto/BLaGPTAPnNixyqkgd4r4XA/o.jpg,True,False,https://www.yelp.com/biz/sonic-drive-in-mckinney-7?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12143831504,(214) 383-1504,24,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",2.5,"{'address1': '7221 S Custer Rd', 'address2': '', 'address3': '', 'city': 'Mckinney', 'zip_code': '75070', 'country': 'US', 'state': 'TX', 'display_address': ['7221 S Custer Rd', 'Mckinney, TX 75070'], 'cross_streets': ''}","{'latitude': 33.1325968, 'longitude': -96.7323605}","['https://s3-media2.fl.yelpcdn.com/bphoto/BLaGPTAPnNixyqkgd4r4XA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/zTFxjuvjkl6oZXcV3FF_sw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/L8WgIfOOBaTMvI-YRTXYlQ/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '0830', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['delivery', 'pickup']",,"{'url': 'https://www.yelp.com/raq/cRBuTJRNeBks6DsHw9Y0HQ?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}"
390,aXhYVRkgf_5H0-cEFcYXpA,mcdonalds-frisco-10,McDonald's,https://s3-media3.fl.yelpcdn.com/bphoto/gDIJ-hhwrllncaDO_EQM9Q/o.jpg,True,False,https://www.yelp.com/biz/mcdonalds-frisco-10?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12143831846,(214) 383-1846,78,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.5,"{'address1': '6225 Custer Rd', 'address2': '', 'address3': '', 'city': 'Frisco', 'zip_code': '75035', 'country': 'US', 'state': 'TX', 'display_address': ['6225 Custer Rd', 'Frisco, TX 75035'], 'cross_streets': ''}","{'latitude': 33.1283368158726, 'longitude': -96.7338540405035}","['https://s3-media3.fl.yelpcdn.com/bphoto/gDIJ-hhwrllncaDO_EQM9Q/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/JVI69agiUg7bIBe03k9EdQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/wP6LISRXPvBeSUCVGkUXrg/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0500', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '0500', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '0500', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0500', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '0400', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
391,AWzZpYrIlJc62sE-UfWJAA,einstein-bros-bagels-mckinney-2,Einstein Bros. Bagels,https://s3-media2.fl.yelpcdn.com/bphoto/Jlgujs_CBG34xW4iBuuCeA/o.jpg,True,False,https://www.yelp.com/biz/einstein-bros-bagels-mckinney-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12143831212,(214) 383-1212,73,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2.5,"{'address1': '7645 S Custer Rd', 'address2': 'Ste 400', 'address3': '', 'city': 'Mckinney', 'zip_code': '75070', 'country': 'US', 'state': 'TX', 'display_address': ['7645 S Custer Rd', 'Ste 400', 'Mckinney, TX 75070'], 'cross_streets': ''}","{'latitude': 33.12815801721941, 'longitude': -96.73259004950523}","['https://s3-media2.fl.yelpcdn.com/bphoto/Jlgujs_CBG34xW4iBuuCeA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/pnC-FSuWE3YGCeqO_6BiBQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/wvgt2sxXSJKIp3JXp5IcBQ/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '1500', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",['delivery'],,"{'url': 'https://www.yelp.com/raq/AWzZpYrIlJc62sE-UfWJAA?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}"
392,ZrgOQ_cxAgigoBMJjmjwvA,subway-frisco-31,Subway,https://s3-media4.fl.yelpcdn.com/bphoto/fwHv_VPqwcPo_JXuXTDL8Q/o.jpg,True,False,https://www.yelp.com/biz/subway-frisco-31?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12143834976,(214) 383-4976,6,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"{'address1': '6111 Custer Rd', 'address2': 'Ste 110', 'address3': None, 'city': 'Frisco', 'zip_code': '75070', 'country': 'US', 'state': 'TX', 'display_address': ['6111 Custer Rd', 'Ste 110', 'Frisco, TX 75070'], 'cross_streets': ''}","{'latitude': 33.1278072115593, 'longitude': -96.7339436158196}","['https://s3-media4.fl.yelpcdn.com/bphoto/fwHv_VPqwcPo_JXuXTDL8Q/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/mVSlMT_IF199vb-bakeYxQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/_v4X0wpxlr4SwSs4jbkNvg/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
393,OvpiAP80c7DJ7AKTzEfQKw,sushi-box-mckinney-5,Sushi Box,https://s3-media1.fl.yelpcdn.com/bphoto/m7GUiYHphIYS0xqDygqK0w/o.jpg,True,False,https://www.yelp.com/biz/sushi-box-mckinney-5?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19723328165,(972) 332-8165,40,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",5.0,"{'address1': '8930 TX-121', 'address2': 'Ste 562', 'address3': '', 'city': 'McKinney', 'zip_code': '75070', 'country': 'US', 'state': 'TX', 'display_address': ['8930 TX-121', 'Ste 562', 'McKinney, TX 75070'], 'cross_streets': ''}","{'latitude': 33.129541, 'longitude': -96.732305}","['https://s3-media1.fl.yelpcdn.com/bphoto/m7GUiYHphIYS0xqDygqK0w/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/fcgLeANfw3Ta5_FdUyb6iQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/k9sXkz8jq4bHl6aRdflEFA/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1630', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1630', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1630', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
394,skOdw3314w8zgKiHQoLDYg,cinnaholic-mckinney,Cinnaholic,https://s3-media2.fl.yelpcdn.com/bphoto/YKfXTAMSFh3hrDg6rTA3vA/o.jpg,True,False,https://www.yelp.com/biz/cinnaholic-mckinney?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19723328525,(972) 332-8525,67,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.5,"{'address1': '8930 State Hwy 121', 'address2': 'Ste 570', 'address3': '', 'city': 'McKinney', 'zip_code': '75070', 'country': 'US', 'state': 'TX', 'display_address': ['8930 State Hwy 121', 'Ste 570', 'McKinney, TX 75070'], 'cross_streets': ''}","{'latitude': 33.1298254, 'longitude': -96.732256}","['https://s3-media2.fl.yelpcdn.com/bphoto/YKfXTAMSFh3hrDg6rTA3vA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/JiNEBQwkJZ0twKjZ1ofdBA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/niuuheiHSFJZVKISO-zi1w/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']","[{'date': '2022-10-31', 'is_closed': None, 'start': '1000', 'end': '1800', 'is_overnight': False}]","{'url': 'https://www.yelp.com/raq/skOdw3314w8zgKiHQoLDYg?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}"
395,GjR509PwiyddlhhFYqfz7A,durkins-pizza-mckinney,Durkin's Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/AGATIysWdS75qcDERLvPgA/o.jpg,True,False,https://www.yelp.com/biz/durkins-pizza-mckinney?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+19727278400,(972) 727-8400,385,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'address1': '8930 Hwy 121', 'address2': 'Ste 594', 'address3': '', 'city': 'McKinney', 'zip_code': '75070', 'country': 'US', 'state': 'TX', 'display_address': ['8930 Hwy 121', 'Ste 594', 'McKinney, TX 75070'], 'cross_streets': ''}","{'latitude': 33.13003577756365, 'longitude': -96.73234497974482}","['https://s3-media3.fl.yelpcdn.com/bphoto/AGATIysWdS75qcDERLvPgA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/o2S9VUm08wWEwrbsUhumIg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/vdN8UY8D20SwcP5jIQrCVw/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,"{'url': 'https://www.yelp.com/raq/GjR509PwiyddlhhFYqfz7A?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}"
396,5ARD6r8F8ElBUFQYLYd5TA,moviehouse-and-eatery-mckinney-6,Moviehouse & Eatery,https://s3-media1.fl.yelpcdn.com/bphoto/Hrl5d92MSDqqJ0oZRLSgIg/o.jpg,True,False,https://www.yelp.com/biz/moviehouse-and-eatery-mckinney-6?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+14698546754,(469) 854-6754,307,"[{'alias': 'dinnertheater', 'title': 'Dinner Theater'}]",3.5,"{'address1': '8450 Sh 121', 'address2': '', 'address3': None, 'city': 'McKinney', 'zip_code': '75070', 'country': 'US', 'state': 'TX', 'display_address': ['8450 Sh 121', 'McKinney, TX 75070'], 'cross_streets': ''}","{'latitude': 33.1284018, 'longitude': -96.724932}","['https://s3-media1.fl.yelpcdn.com/bphoto/Hrl5d92MSDqqJ0oZRLSgIg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/TZo1eCesjh5NxkUT7230Gg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/J1NB2pptRBxJd2aPt9m6Tw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
397,Z6hCGj9443bzA6FWGueQ5w,quiktrip-mckinney,QuikTrip,https://s3-media2.fl.yelpcdn.com/bphoto/52-MGESxXdkLe5WzwwFWwQ/o.jpg,True,False,https://www.yelp.com/biz/quiktrip-mckinney?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12143832984,(214) 383-2984,15,"[{'alias': 'servicestations', 'title': 'Gas Stations'}, {'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,"{'address1': '7349 S Custer Rd', 'address2': None, 'address3': None, 'city': 'McKinney', 'zip_code': '75070', 'country': 'US', 'state': 'TX', 'display_address': ['7349 S Custer Rd', 'McKinney, TX 75070'], 'cross_streets': ''}","{'latitude': 33.13065307691723, 'longitude': -96.73224763286562}","['https://s3-media2.fl.yelpcdn.com/bphoto/52-MGESxXdkLe5WzwwFWwQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/t6mGXg1A5g7ComUfNhz5Mw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/SVxMrjVLe525N01HM6pHKA/o.jpg']",$,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],,
