,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,location,coordinates,photos,price,hours,transactions,messaging,special_hours
980,VKREBLY5CXeok2a0Z-xvCA,riceworks-the-village-at-meridian-meridian,RiceWorks - The Village at Meridian,https://s3-media3.fl.yelpcdn.com/bphoto/aR9DoILt-KZJ3VrH1ewv4Q/o.jpg,True,False,https://www.yelp.com/biz/riceworks-the-village-at-meridian-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088555977,(208) 855-5977,72,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'address1': '3635 E Longwing Ln', 'address2': None, 'address3': '', 'city': 'Meridian', 'zip_code': '83646', 'country': 'US', 'state': 'ID', 'display_address': ['3635 E Longwing Ln', 'Meridian, ID 83646'], 'cross_streets': ''}","{'latitude': 43.6216038, 'longitude': -116.3505805}","['https://s3-media3.fl.yelpcdn.com/bphoto/aR9DoILt-KZJ3VrH1ewv4Q/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/EmICCJt8ELiKcPyDoUEE-A/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/zjZeIoRwlwjh1GC2cNcHEw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],"{'url': 'https://www.yelp.com/raq/VKREBLY5CXeok2a0Z-xvCA?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}",
981,Nk2Yip4Z3k1KWrql09VUqQ,bodovino-meridian-2,Bodovino,https://s3-media4.fl.yelpcdn.com/bphoto/fkGIW0PduHtqrWc18Ey2nQ/o.jpg,True,False,https://www.yelp.com/biz/bodovino-meridian-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088875369,(208) 887-5369,99,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",3.5,"{'address1': '3630 E Monarch Sky Ln', 'address2': '', 'address3': None, 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['3630 E Monarch Sky Ln', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.6212149, 'longitude': -116.3501628}","['https://s3-media4.fl.yelpcdn.com/bphoto/fkGIW0PduHtqrWc18Ey2nQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/0fvqpdPNKhDcZ7WSFYL9sg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/RhowkKZniZrYRjCFveX_XQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
982,BvRJCEqexcpYjNTB-C388A,kona-grill-boise-meridian,Kona Grill,https://s3-media2.fl.yelpcdn.com/bphoto/rwJ-cTRKD7wL9rQHqlEIDA/o.jpg,True,False,https://www.yelp.com/biz/kona-grill-boise-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12089226511,(208) 922-6511,626,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",3.5,"{'address1': '3573 E Longwing Ln', 'address2': 'Ste 140', 'address3': '', 'city': 'Meridian', 'zip_code': '83646', 'country': 'US', 'state': 'ID', 'display_address': ['3573 E Longwing Ln', 'Ste 140', 'Meridian, ID 83646'], 'cross_streets': ''}","{'latitude': 43.6216539, 'longitude': -116.3503636}","['https://s3-media2.fl.yelpcdn.com/bphoto/rwJ-cTRKD7wL9rQHqlEIDA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/PYeJl4heYMaqXNxTAdDnOA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/cwVlRqfr6VX5OjAdh4hJbQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
983,dXTXpAK6IpeR8PLFY7D-AQ,texas-roadhouse-meridian-2,Texas Roadhouse,https://s3-media4.fl.yelpcdn.com/bphoto/W-EQOn_hHHbgEUqi3ugV8A/o.jpg,True,False,https://www.yelp.com/biz/texas-roadhouse-meridian-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088879401,(208) 887-9401,324,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'address1': '3801 E Fairview Ave', 'address2': '', 'address3': '', 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['3801 E Fairview Ave', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.6191143, 'longitude': -116.347466}","['https://s3-media4.fl.yelpcdn.com/bphoto/W-EQOn_hHHbgEUqi3ugV8A/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/sYAo01A9LU6tH5kXA07WuQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/6MNn97pTOdnkE2DbXwvHTQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1500', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1500', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1500', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1500', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],,
984,2QdJ5-7mD5FgMBsu5u-56w,texas-de-brazil-meridian,Texas de Brazil - Boise,https://s3-media3.fl.yelpcdn.com/bphoto/SoH2ZNIiPx1BWxq2lKww5g/o.jpg,True,False,https://www.yelp.com/biz/texas-de-brazil-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12083143474,(208) 314-3474,112,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.5,"{'address1': '3525 E Longwing Ln', 'address2': '', 'address3': None, 'city': 'Meridian', 'zip_code': '83646', 'country': 'US', 'state': 'ID', 'display_address': ['3525 E Longwing Ln', 'Meridian, ID 83646'], 'cross_streets': ''}","{'latitude': 43.62141802328291, 'longitude': -116.35071716914032}","['https://s3-media3.fl.yelpcdn.com/bphoto/SoH2ZNIiPx1BWxq2lKww5g/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/iaghQ95QTqfk34U5u5_ZVg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/zBsX9yfMh-PSC_QlOLK_9Q/o.jpg']",$$$,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2030', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2030', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2130', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2030', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",['delivery'],,"[{'date': '2022-11-24', 'is_closed': None, 'start': '1100', 'end': '2130', 'is_overnight': False}, {'date': '2022-12-25', 'is_closed': None, 'start': '1500', 'end': '2130', 'is_overnight': False}]"
985,5VR7HFaGtdTPYZd7nJPd8w,twigs-bistro-and-martini-bar-meridian,Twigs Bistro and Martini Bar,https://s3-media1.fl.yelpcdn.com/bphoto/ZDzUNIhpF7ZRLr3PY9CbOQ/o.jpg,True,False,https://www.yelp.com/biz/twigs-bistro-and-martini-bar-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088950029,(208) 895-0029,235,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,"{'address1': '3690 E Monarch Sky Ln', 'address2': 'Ste 100', 'address3': '', 'city': 'Meridian', 'zip_code': '83646', 'country': 'US', 'state': 'ID', 'display_address': ['3690 E Monarch Sky Ln', 'Ste 100', 'Meridian, ID 83646'], 'cross_streets': ''}","{'latitude': 43.62122416251237, 'longitude': -116.34831473138901}","['https://s3-media1.fl.yelpcdn.com/bphoto/ZDzUNIhpF7ZRLr3PY9CbOQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/FjSPAnYSSJPKKiscd9XiLQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/hA83cMnqDY73yZUryIHytQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['delivery', 'pickup']",,
986,PWGcA2s9sf4iMb4dcLz6Hg,goodwood-barbecue-company-meridian,Goodwood Barbecue Company,https://s3-media2.fl.yelpcdn.com/bphoto/Xs3LB1U_sfBMNAntwRMA8A/o.jpg,True,False,https://www.yelp.com/biz/goodwood-barbecue-company-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088841021,(208) 884-1021,279,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'address1': '1140 N Eagle Rd', 'address2': '', 'address3': '', 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['1140 N Eagle Rd', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.6147989220209, 'longitude': -116.353842748279}","['https://s3-media2.fl.yelpcdn.com/bphoto/Xs3LB1U_sfBMNAntwRMA8A/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/Xlpm_iwImuj2X30zdhcwvw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/asho3Abvk6Jzvdp7z59Zmg/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
987,DxxGibaGyE5uahOKCadOqw,r-and-r-bbq-meridian-2,R&R BBQ,https://s3-media1.fl.yelpcdn.com/bphoto/uyS9dXKQMHubjS_4_df79Q/o.jpg,True,False,https://www.yelp.com/biz/r-and-r-bbq-meridian-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12084171243,(208) 417-1243,87,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'smokehouse', 'title': 'Smokehouse'}]",3.5,"{'address1': '3680 E Fairview Ave', 'address2': 'Ste 110', 'address3': None, 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['3680 E Fairview Ave', 'Ste 110', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.619867, 'longitude': -116.348686}","['https://s3-media1.fl.yelpcdn.com/bphoto/uyS9dXKQMHubjS_4_df79Q/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Z9bUE2spUJWr9BAf9gif2g/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/spW-We8MMsRZJMzFwOXzeg/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,"[{'date': '2022-11-24', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2022-12-24', 'is_closed': None, 'start': '1100', 'end': '1930', 'is_overnight': False}, {'date': '2022-12-25', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}]"
988,ym8OZtQKkXC2SOjJKew5Tw,hook-and-reel-cajun-seafood-and-bar-meridian,Hook & Reel Cajun Seafood & Bar,https://s3-media2.fl.yelpcdn.com/bphoto/Ukmn7WzxrdDP1V2qyPwZww/o.jpg,True,False,https://www.yelp.com/biz/hook-and-reel-cajun-seafood-and-bar-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12082884488,(208) 288-4488,259,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"{'address1': '1510 N Eagle Rd', 'address2': '', 'address3': None, 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['1510 N Eagle Rd', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.61873333, 'longitude': -116.35361667}","['https://s3-media2.fl.yelpcdn.com/bphoto/Ukmn7WzxrdDP1V2qyPwZww/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/g1riNwkLfhk4kQd4balnJA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/rbDcM2C0hcCFd7NrCcvazA/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['delivery', 'pickup']",,
989,EZuIzN2oAdZt-dkbdwH0pw,sockeye-brewing-boise,Sockeye Brewing,https://s3-media1.fl.yelpcdn.com/bphoto/HJMBwnLTcqRgA2BKaPOiMg/o.jpg,True,False,https://www.yelp.com/biz/sockeye-brewing-boise?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12083225200,(208) 322-5200,257,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,"{'address1': '12542 W Fairview Ave', 'address2': '', 'address3': '', 'city': 'Boise', 'zip_code': '83713', 'country': 'US', 'state': 'ID', 'display_address': ['12542 W Fairview Ave', 'Boise, ID 83713'], 'cross_streets': ''}","{'latitude': 43.6204010335713, 'longitude': -116.338312523309}","['https://s3-media1.fl.yelpcdn.com/bphoto/HJMBwnLTcqRgA2BKaPOiMg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/Jhh20fviGLMUlltqh063rQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/Oo5WBfKm8eDjMxHtgVoQrw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
990,KsoxCxPJvHqXnCyGKDhKxQ,thai-basil-meridian,Thai Basil,https://s3-media2.fl.yelpcdn.com/bphoto/7sZeF_NQZhmDzuoD4Ql4cg/o.jpg,True,False,https://www.yelp.com/biz/thai-basil-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088885797,(208) 888-5797,186,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'address1': '3161 E Fairview Ave', 'address2': 'Ste 110', 'address3': '', 'city': 'Meridian', 'zip_code': '83642', 'country': 'US', 'state': 'ID', 'display_address': ['3161 E Fairview Ave', 'Ste 110', 'Meridian, ID 83642'], 'cross_streets': ''}","{'latitude': 43.6189272, 'longitude': -116.3562305}","['https://s3-media2.fl.yelpcdn.com/bphoto/7sZeF_NQZhmDzuoD4Ql4cg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/aAJgSQbMsw2TfvXNVx5ZMw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/j5ywVaMRiU43hNziZXoRMQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
991,z-G-WVOJoY8QVNfATkMxGw,grimaldis-pizzeria-meridian-3,Grimaldi's Pizzeria,https://s3-media3.fl.yelpcdn.com/bphoto/0fXJ84EvjlzipaA4FTkh9w/o.jpg,True,False,https://www.yelp.com/biz/grimaldis-pizzeria-meridian-3?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088842031,(208) 884-2031,277,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",3.5,"{'address1': '3573 E Longwing Ln', 'address2': 'Ste 130', 'address3': '', 'city': 'Meridian', 'zip_code': '83646', 'country': 'US', 'state': 'ID', 'display_address': ['3573 E Longwing Ln', 'Ste 130', 'Meridian, ID 83646'], 'cross_streets': ''}","{'latitude': 43.62158195, 'longitude': -116.34935303}","['https://s3-media3.fl.yelpcdn.com/bphoto/0fXJ84EvjlzipaA4FTkh9w/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/jhqBnaS7bKL4DsjjcOa3_w/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/qsjm7LzjmWo6uUm-LmwEEg/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']","{'url': 'https://www.yelp.com/raq/z-G-WVOJoY8QVNfATkMxGw?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow#popup%3Araq', 'use_case_text': 'Message the Business'}",
992,47v8tz1tHLZJ0h5tTskC4g,calle-75-street-tacos-meridian,Calle 75 Street Tacos,https://s3-media2.fl.yelpcdn.com/bphoto/njGwb-BI4r4lt_zZSl-4bQ/o.jpg,True,False,https://www.yelp.com/biz/calle-75-street-tacos-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088469001,(208) 846-9001,122,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'address1': '3635 E Longwing Ln', 'address2': '', 'address3': 'The Village At Meridian', 'city': 'Meridian', 'zip_code': '83646', 'country': 'US', 'state': 'ID', 'display_address': ['3635 E Longwing Ln', 'The Village At Meridian', 'Meridian, ID 83646'], 'cross_streets': ''}","{'latitude': 43.6217242548562, 'longitude': -116.348972317053}","['https://s3-media2.fl.yelpcdn.com/bphoto/njGwb-BI4r4lt_zZSl-4bQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/ep8f0K-lvSjgwJJorfC1WQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/8iZMdAJM5gH2doAiSPUQmQ/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
993,XBX3H8PuV_wsf5HtXH6lWg,bite-me-meridian,Bite Me,https://s3-media4.fl.yelpcdn.com/bphoto/hsFCdPyH3NfagmsRBi1Oow/o.jpg,True,False,https://www.yelp.com/biz/bite-me-meridian?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=EjJOP1_jhd0snVm2xqXOow,+12088843416,(208) 884-3416,45,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'waffles', 'title': 'Waffles'}]",4.5,"{'address1': '3525 E Longwing Ln', 'address2': 'Ste A-140', 'address3': None, 'city': 'Meridian', 'zip_code': '83646', 'country': 'US', 'state': 'ID', 'display_address': ['3525 E Longwing Ln', 'Ste A-140', 'Meridian, ID 83646'], 'cross_streets': ''}","{'latitude': 43.62168916579537, 'longitude': -116.35029363527218}","['https://s3-media4.fl.yelpcdn.com/bphoto/hsFCdPyH3NfagmsRBi1Oow/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/oT-NtqTxucTYSx1MJu2d7Q/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/p4X-T-T6CfVfkekNq3VloQ/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
