id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
whEjz4CSMkfo-XRxy8vkbw,benedicts-restaurant-plano,Benedict's Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/qMP01jf764_CX9nVm4VH9g/o.jpg,False,https://www.yelp.com/biz/benedicts-restaurant-plano?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,195,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'waffles', 'title': 'Waffles'}]",4.0,"{'latitude': 33.090695, 'longitude': -96.813267}",[],"{'address1': '8442 Parkwood Blvd', 'address2': '', 'address3': None, 'city': 'Plano', 'zip_code': '75024', 'country': 'US', 'state': 'TX', 'display_address': ['8442 Parkwood Blvd', 'Plano, TX 75024']}",+12147051450,(214) 705-1450,4661.54332306442,$$
LVmSPlzD6N6L5h9v83wbPg,chasu-kitchen-plano,Chasu Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/fnlyxYlLUuhGQwVyT4TzeA/o.jpg,False,https://www.yelp.com/biz/chasu-kitchen-plano?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,386,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.5,"{'latitude': 33.028854, 'longitude': -96.827362}","['delivery', 'pickup']","{'address1': '2100 Dallas Pkwy', 'address2': 'Ste 130', 'address3': None, 'city': 'Plano', 'zip_code': '75093', 'country': 'US', 'state': 'TX', 'display_address': ['2100 Dallas Pkwy', 'Ste 130', 'Plano, TX 75093']}",+19723785055,(972) 378-5055,11537.400453296168,$$
RhL6hXqiz_nMz06Xx7tBcg,mudeas-cafe-east-aubrey,Mudea's Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/Z5-LU7zhMTmS9XUOICa2VQ/o.jpg,False,https://www.yelp.com/biz/mudeas-cafe-east-aubrey?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,8,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.5,"{'latitude': 33.2196038, 'longitude': -96.9164272}","['delivery', 'pickup']","{'address1': '26780 US-380', 'address2': None, 'address3': None, 'city': 'East Aubrey', 'zip_code': '76227', 'country': 'US', 'state': 'TX', 'display_address': ['26780 US-380', 'East Aubrey, TX 76227']}",+14693000250,(469) 300-0250,13276.17852800842,
e4QjnDvIEhgtOou7jzaScg,pirata-fish-plano,Pirata Fish,https://s3-media3.fl.yelpcdn.com/bphoto/w3mNriYSmz_qLKk_vzF3lg/o.jpg,False,https://www.yelp.com/biz/pirata-fish-plano?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,1,"[{'alias': 'seafood', 'title': 'Seafood'}]",5.0,"{'latitude': 33.02162157410532, 'longitude': -96.69963831193363}",[],"{'address1': '1601 K Ave', 'address2': '', 'address3': None, 'city': 'Plano', 'zip_code': '75074', 'country': 'US', 'state': 'TX', 'display_address': ['1601 K Ave', 'Plano, TX 75074']}",+19729055863,(972) 905-5863,16595.09097392845,
t8Pb0_xMN5f_adUbitKE9Q,tacodeli-plano,Tacodeli,https://s3-media1.fl.yelpcdn.com/bphoto/B_NSzKn616HYLyag82gy_w/o.jpg,False,https://www.yelp.com/biz/tacodeli-plano?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,153,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 33.09065, 'longitude': -96.81326}",['delivery'],"{'address1': '8442 Parkwood Blvd', 'address2': 'Ste 700', 'address3': '', 'city': 'Plano', 'zip_code': '75024', 'country': 'US', 'state': 'TX', 'display_address': ['8442 Parkwood Blvd', 'Ste 700', 'Plano, TX 75024']}",+12149976047,(214) 997-6047,4666.392796933413,$
0SN1d0Oc_651WZ9fnDFxig,half-shells-seafood-grill-plano-2,Half Shells Seafood Grill,https://s3-media4.fl.yelpcdn.com/bphoto/Acnjxhje7YX_q2n2RP-yqg/o.jpg,False,https://www.yelp.com/biz/half-shells-seafood-grill-plano-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,479,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 33.076666, 'longitude': -96.82178549999999}",['delivery'],"{'address1': '7201 Bishop Rd', 'address2': 'Ste E4', 'address3': '', 'city': 'Plano', 'zip_code': '75024', 'country': 'US', 'state': 'TX', 'display_address': ['7201 Bishop Rd', 'Ste E4', 'Plano, TX 75024']}",+14692411300,(469) 241-1300,6195.12619399837,$$
QLYxzqZyvRNYdMQXVwsilQ,dock-local-plano-plano-2,Dock Local-Plano,https://s3-media4.fl.yelpcdn.com/bphoto/eyQZ0h1U1-IttkuBGsc-eg/o.jpg,False,https://www.yelp.com/biz/dock-local-plano-plano-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,56,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'soup', 'title': 'Soup'}]",4.5,"{'latitude': 33.083271, 'longitude': -96.8258046}",[],"{'address1': '7800 Windrose Ave', 'address2': 'Ste 104', 'address3': '', 'city': 'Plano', 'zip_code': '75024', 'country': 'US', 'state': 'TX', 'display_address': ['7800 Windrose Ave', 'Ste 104', 'Plano, TX 75024']}",+12144932120,(214) 493-2120,5491.417337126783,
hwHaHNM6CpUN3Y2eyK9wsg,hemingway-brunch-coppell,Hemingway Brunch,https://s3-media4.fl.yelpcdn.com/bphoto/W-wpeEbfdhxcfK0Olo2YNg/o.jpg,False,https://www.yelp.com/biz/hemingway-brunch-coppell?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,55,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,"{'latitude': 32.96953, 'longitude': -96.99587}",[],"{'address1': '140 W Sandy Lake Rd', 'address2': 'Ste 140', 'address3': None, 'city': 'Coppell', 'zip_code': '75019', 'country': 'US', 'state': 'TX', 'display_address': ['140 W Sandy Lake Rd', 'Ste 140', 'Coppell, TX 75019']}",+19723048871,(972) 304-8871,24417.462168138536,$$
6NPfNeR-zggAHdQSszyedA,hugs-cafe-mckinney,Hugs Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/aNEmSBRfb-jBBZSt8Rtulw/o.jpg,False,https://www.yelp.com/biz/hugs-cafe-mckinney?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,186,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",5.0,"{'latitude': 33.1978, 'longitude': -96.6139199}",['delivery'],"{'address1': '224 E Virginia St', 'address2': '', 'address3': '', 'city': 'McKinney', 'zip_code': '75069', 'country': 'US', 'state': 'TX', 'display_address': ['224 E Virginia St', 'McKinney, TX 75069']}",+14693016900,(469) 301-6900,20437.69446729676,$$
J6-PwOfRohS4gGriZciTVw,la-suprema-market-frisco,La Suprema Market,https://s3-media2.fl.yelpcdn.com/bphoto/Lfg5n3B3K24UGDNJ36Rrmg/o.jpg,False,https://www.yelp.com/biz/la-suprema-market-frisco?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,53,"[{'alias': 'intlgrocery', 'title': 'International Grocery'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,"{'latitude': 33.151254, 'longitude': -96.82714}",['delivery'],"{'address1': '6726 Main St', 'address2': 'Ste 100', 'address3': '', 'city': 'Frisco', 'zip_code': '75033', 'country': 'US', 'state': 'TX', 'display_address': ['6726 Main St', 'Ste 100', 'Frisco, TX 75033']}",+14692940072,(469) 294-0072,2233.7543678606016,$
mDF6wB2WlqG4Fr3JuFVKCw,hello-caribbean-lewisville,Hello Caribbean,https://s3-media1.fl.yelpcdn.com/bphoto/by6_mTJYQKhRsUTA18D1hg/o.jpg,False,https://www.yelp.com/biz/hello-caribbean-lewisville?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,1,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'latin', 'title': 'Latin American'}]",5.0,"{'latitude': 33.0061336, 'longitude': -96.9593388}",[],"{'address1': '3 Hebron Station Cir', 'address2': 'Ste 200', 'address3': None, 'city': 'Lewisville', 'zip_code': '75057', 'country': 'US', 'state': 'TX', 'display_address': ['3 Hebron Station Cir', 'Ste 200', 'Lewisville, TX 75057']}",+19724100367,(972) 410-0367,19039.854417236595,
WtlDSKpDyUQqNAPP1vVdzQ,munay-kitchen-peruvian-rotisserie-chicken-and-grill-carrollton,Munay Kitchen Peruvian Rotisserie Chicken & Grill,https://s3-media3.fl.yelpcdn.com/bphoto/Yl54jBkuk9kK_BpAZ83jXw/o.jpg,False,https://www.yelp.com/biz/munay-kitchen-peruvian-rotisserie-chicken-and-grill-carrollton?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,106,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'latin', 'title': 'Latin American'}]",4.0,"{'latitude': 32.99669, 'longitude': -96.91048}","['delivery', 'pickup']","{'address1': '3039 Old Denton Rd', 'address2': 'Ste 100', 'address3': '', 'city': 'Carrollton', 'zip_code': '75007', 'country': 'US', 'state': 'TX', 'display_address': ['3039 Old Denton Rd', 'Ste 100', 'Carrollton, TX 75007']}",+19724460246,(972) 446-0246,17318.082881150538,$
AJkq8OfOjmS2D8vUo0DXxA,main-street-cafe-lewisville-2,Main Street Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/1GcQE32U24uLyQamQGEKzA/o.jpg,False,https://www.yelp.com/biz/main-street-cafe-lewisville-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,137,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 33.0460813, 'longitude': -96.9924406}","['delivery', 'pickup']","{'address1': '208 E Main St', 'address2': '', 'address3': '', 'city': 'Lewisville', 'zip_code': '75057', 'country': 'US', 'state': 'TX', 'display_address': ['208 E Main St', 'Lewisville, TX 75057']}",+19724366850,(972) 436-6850,18783.869538918054,$
LI4Pno4pCXwqXHHhZoIw2Q,yama-izakaya-and-sushi-plano,Yama Izakaya & Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/qcApJkAMt6FMruKAFwtveg/o.jpg,False,https://www.yelp.com/biz/yama-izakaya-and-sushi-plano?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,451,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 33.09481943, 'longitude': -96.8043318}","['delivery', 'pickup']","{'address1': '8600 Preston Rd', 'address2': 'Ste 120', 'address3': '', 'city': 'Plano', 'zip_code': '75024', 'country': 'US', 'state': 'TX', 'display_address': ['8600 Preston Rd', 'Ste 120', 'Plano, TX 75024']}",+12146188379,(214) 618-8379,4391.648112902815,$$
eh30OPaqQuDrDHimU0WiXw,ebesu-robata-and-sushi-plano,EBESU Robata & Sushi,https://s3-media3.fl.yelpcdn.com/bphoto/eH0SQWNK-Mc9HiegZqjGtA/o.jpg,False,https://www.yelp.com/biz/ebesu-robata-and-sushi-plano?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,171,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",4.5,"{'latitude': 33.01977383, 'longitude': -96.70056967}","['delivery', 'pickup']","{'address1': '1007 E 15th St', 'address2': '', 'address3': None, 'city': 'Plano', 'zip_code': '75074', 'country': 'US', 'state': 'TX', 'display_address': ['1007 E 15th St', 'Plano, TX 75074']}",+19722124564,(972) 212-4564,16684.52285541118,$$$
nNjlelXOZObSH2JBmHUbHw,red-hot-chik-n-plano,Red Hot Chik’n,https://s3-media2.fl.yelpcdn.com/bphoto/Gtp4zo68Sv1j2IGelwZMYQ/o.jpg,False,https://www.yelp.com/biz/red-hot-chik-n-plano?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,38,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 33.09211, 'longitude': -96.80495}",['delivery'],"{'address1': '8400 Preston Rd', 'address2': 'Ste 100', 'address3': None, 'city': 'Plano', 'zip_code': '75024', 'country': 'US', 'state': 'TX', 'display_address': ['8400 Preston Rd', 'Ste 100', 'Plano, TX 75024']}",+12145014488,(214) 501-4488,4655.703900218837,
jpgY_iQxDhIFTDre8vL4Ag,urban-grill-and-wine-bar-mckinney-mckinney,Urban Grill and Wine Bar - McKinney,https://s3-media1.fl.yelpcdn.com/bphoto/pbGSvajkTEtUF7y4vrHUGg/o.jpg,False,https://www.yelp.com/biz/urban-grill-and-wine-bar-mckinney-mckinney?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,96,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'salad', 'title': 'Salad'}]",4.5,"{'latitude': 33.19705333086488, 'longitude': -96.61392620233399}",[],"{'address1': '218 E Louisiana St', 'address2': 'Ste 300', 'address3': '', 'city': 'McKinney', 'zip_code': '75069', 'country': 'US', 'state': 'TX', 'display_address': ['218 E Louisiana St', 'Ste 300', 'McKinney, TX 75069']}",+12145484075,(214) 548-4075,20406.70013081604,$$
C_o9kFqQAbgApBXTfM7n1A,the-brass-tap-prosper-prosper,The Brass Tap - Prosper,https://s3-media1.fl.yelpcdn.com/bphoto/U13G-REXqRaIuP6Y-cF8Sw/o.jpg,False,https://www.yelp.com/biz/the-brass-tap-prosper-prosper?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,117,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 33.24297, 'longitude': -96.78561}","['delivery', 'pickup']","{'address1': '790 N Preston Rd', 'address2': 'Ste 80', 'address3': '', 'city': 'Prosper', 'zip_code': '75078', 'country': 'US', 'state': 'TX', 'display_address': ['790 N Preston Rd', 'Ste 80', 'Prosper, TX 75078']}",+14694816655,(469) 481-6655,12679.26814296116,$$
EJReAsPTYnVrBaZNo7MOAQ,the-latin-pig-plano-2,The Latin Pig,https://s3-media2.fl.yelpcdn.com/bphoto/OhhXjpSUq_hu5u3drueDIQ/o.jpg,False,https://www.yelp.com/biz/the-latin-pig-plano-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,815,"[{'alias': 'cuban', 'title': 'Cuban'}]",4.0,"{'latitude': 33.04005187576602, 'longitude': -96.7337780116567}",['delivery'],"{'address1': '3131 Custer Rd', 'address2': 'Ste 165', 'address3': '', 'city': 'Plano', 'zip_code': '75075', 'country': 'US', 'state': 'TX', 'display_address': ['3131 Custer Rd', 'Ste 165', 'Plano, TX 75075']}",+19729859760,(972) 985-9760,12978.660510972884,$$
JZHeiLot4vOed8Pi8UifQg,ramen-izakaya-akira-lewisville,Ramen Izakaya Akira,https://s3-media3.fl.yelpcdn.com/bphoto/hndp7xqt73HGRzOlSWVBBQ/o.jpg,False,https://www.yelp.com/biz/ramen-izakaya-akira-lewisville?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,390,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'izakaya', 'title': 'Izakaya'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.5,"{'latitude': 33.03484, 'longitude': -96.89747}","['delivery', 'pickup']","{'address1': '2540 King Arthur Blvd', 'address2': 'Ste 126', 'address3': '', 'city': 'Lewisville', 'zip_code': '75056', 'country': 'US', 'state': 'TX', 'display_address': ['2540 King Arthur Blvd', 'Ste 126', 'Lewisville, TX 75056']}",+19724100294,(972) 410-0294,13058.730408834865,$$
WOpEFjyd_9aH3tKngxZLpw,davios-northern-italian-steakhouse-the-colony-2,Davio's Northern Italian Steakhouse,https://s3-media3.fl.yelpcdn.com/bphoto/bkiKjUdlqqUFZkNAaYNTuQ/o.jpg,False,https://www.yelp.com/biz/davios-northern-italian-steakhouse-the-colony-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,142,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.5,"{'latitude': 33.077415, 'longitude': -96.8593956}","['delivery', 'pickup']","{'address1': '5762 Grandscape Blvd', 'address2': None, 'address3': '', 'city': 'The Colony', 'zip_code': '75056', 'country': 'US', 'state': 'TX', 'display_address': ['5762 Grandscape Blvd', 'The Colony, TX 75056']}",+14697724810,(469) 772-4810,7169.0760758606375,$$$
Xf-b9HcYzij1L9rITbVLlA,chuys-frisco,Chuy's,https://s3-media1.fl.yelpcdn.com/bphoto/c-cB52k4QES_18p-hEWkQQ/o.jpg,False,https://www.yelp.com/biz/chuys-frisco?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,124,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",3.0,"{'latitude': 33.11025, 'longitude': -96.80639}",[],"{'address1': '3773 Preston Rd', 'address2': None, 'address3': None, 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['3773 Preston Rd', 'Frisco, TX 75034']}",+14694211982,(469) 421-1982,2730.2700217847755,$$
H9FhKrox5np9_2n0OfZgyA,gyu-kaku-japanese-bbq-plano,Gyu-Kaku Japanese BBQ,https://s3-media3.fl.yelpcdn.com/bphoto/VlEg7VHvsV2UhvhxdrH-3w/o.jpg,False,https://www.yelp.com/biz/gyu-kaku-japanese-bbq-plano?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,155,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 33.089634500000074, 'longitude': -96.8048237411044}",['delivery'],"{'address1': '8240 Preston Rd', 'address2': 'Ste 155', 'address3': None, 'city': 'Plano', 'zip_code': '75024', 'country': 'US', 'state': 'TX', 'display_address': ['8240 Preston Rd', 'Ste 155', 'Plano, TX 75024']}",+14699885258,(469) 988-5258,4930.039554267063,$$$
87wqbVMYCSJVPqIqI9dRrA,hana-hibachi-and-sushi-prosper,Hana Hibachi & Sushi,https://s3-media2.fl.yelpcdn.com/bphoto/WaSS-L9G7MUVpXqkUxocVw/o.jpg,False,https://www.yelp.com/biz/hana-hibachi-and-sushi-prosper?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,241,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 33.2227731088487, 'longitude': -96.797898}",['delivery'],"{'address1': '1151 S Preston Rd', 'address2': 'Ste 30', 'address3': None, 'city': 'Prosper', 'zip_code': '75078', 'country': 'US', 'state': 'TX', 'display_address': ['1151 S Preston Rd', 'Ste 30', 'Prosper, TX 75078']}",+14694816600,(469) 481-6600,10247.706098730312,$$
yFhHi-2NQL45W7dwu3zs8w,the-original-pancake-house-plano-2,The Original Pancake House,https://s3-media3.fl.yelpcdn.com/bphoto/PeYu5SN734BJtSp8KQwsjQ/o.jpg,False,https://www.yelp.com/biz/the-original-pancake-house-plano-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,650,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'latitude': 33.0908044794117, 'longitude': -96.8189585208893}","['delivery', 'pickup']","{'address1': '5760 State Hwy 121', 'address2': 'Ste 125', 'address3': '', 'city': 'Plano', 'zip_code': '75024', 'country': 'US', 'state': 'TX', 'display_address': ['5760 State Hwy 121', 'Ste 125', 'Plano, TX 75024']}",+19727122121,(972) 712-2121,4617.873085452183,$$
AaJYEkGaXwCpGXOD_4_O5w,edoko-sushi-and-robata-frisco,Edoko Sushi & Robata,https://s3-media2.fl.yelpcdn.com/bphoto/vY7OZ5JWLLdBJMXHIJPQKg/o.jpg,False,https://www.yelp.com/biz/edoko-sushi-and-robata-frisco?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,586,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 33.0872741804185, 'longitude': -96.8405016533018}",['delivery'],"{'address1': '5490 Hwy 121', 'address2': '', 'address3': '', 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['5490 Hwy 121', 'Frisco, TX 75034']}",+12146189888,(214) 618-9888,5393.175461847513,$$
Gl8f12Czdq8P14rhXYN3-w,chaat-and-dosa-frisco,Chaat and Dosa,https://s3-media3.fl.yelpcdn.com/bphoto/Dc3s8shPEQGVy3eHc9vMuw/o.jpg,False,https://www.yelp.com/biz/chaat-and-dosa-frisco?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,4,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.5,"{'latitude': 33.15458, 'longitude': -96.84991}",['delivery'],"{'address1': '4350 Main St', 'address2': 'Ste 160', 'address3': None, 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['4350 Main St', 'Ste 160', 'Frisco, TX 75034']}",+14698884395,(469) 888-4395,3787.6621522178207,
aafoHF-YSs8yC2YBAVGgRA,sofra-kebab-house-plano,Sofra Kebab House,https://s3-media2.fl.yelpcdn.com/bphoto/MoC41PqCO_wkGuNgdnKBUQ/o.jpg,False,https://www.yelp.com/biz/sofra-kebab-house-plano?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,411,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'buffets', 'title': 'Buffets'}]",4.5,"{'latitude': 33.0407651, 'longitude': -96.71458}","['delivery', 'pickup']","{'address1': '910 W Parker Rd', 'address2': None, 'address3': '', 'city': 'Plano', 'zip_code': '75023', 'country': 'US', 'state': 'TX', 'display_address': ['910 W Parker Rd', 'Plano, TX 75023']}",+12144402858,(214) 440-2858,14132.040818527616,$$
YhDcm4mQbwJowuaj9ZWebA,new-york-pizza-and-pints-frisco-2,New York Pizza and Pints,https://s3-media4.fl.yelpcdn.com/bphoto/IdaVuA27TbEmk2A4gKBTyA/o.jpg,False,https://www.yelp.com/biz/new-york-pizza-and-pints-frisco-2?adjust_creative=EjJOP1_jhd0snVm2xqXOow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EjJOP1_jhd0snVm2xqXOow,76,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'salad', 'title': 'Salad'}]",3.0,"{'latitude': 33.14464, 'longitude': -96.80527}","['delivery', 'pickup']","{'address1': '8049 Preston Rd', 'address2': 'Ste 300', 'address3': None, 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['8049 Preston Rd', 'Ste 300', 'Frisco, TX 75034']}",+19722945548,(972) 294-5548,1871.3113851323028,$
